title,description,requirement,responsibilities,benefit,company,category,employment_type,experience_level,work_approach,ward,province,min_salary,max_salary,applied,view
Thực tập sinh Database,"We are hiring a Thực tập sinh Database to join our database engineering team in TP. Hồ Chí Minh. You will design, build, and operate scalable data platforms using Oracle. Our systems process billions of records and power core business operations.","- Tốt nghiệp Đại học chuyên ngành CNTT hoặc tương đương.
- Hiểu biết cơ bản về SQL và một hệ quản trị cơ sở dữ liệu quan hệ.
- Tiếng Anh đọc hiểu tài liệu kỹ thuật.
- Tinh thần ham học hỏi, có khả năng làm việc nhóm.","- Thiết kế, phát triển và vận hành các giải pháp dữ liệu sử dụng Oracle.
- Tối ưu hiệu năng truy vấn, indexing và partitioning cho hệ thống production.
- Phối hợp với team backend/frontend để đảm bảo data layer ổn định.
- Xây dựng tooling, automation và quy trình backup/recovery.
- Tham gia on-call rotation, xử lý sự cố liên quan đến database.
- Viết tài liệu kỹ thuật, mentor thành viên mới trong team.
- Nghiên cứu và đánh giá công nghệ mới phục vụ nhu cầu kinh doanh.
- Đảm bảo tuân thủ security, data governance và privacy regulations.","Hybrid working, 14 days annual leave, Free snacks & coffee",VietConnect Telecom,Information Technology,Contract,Fresher,Onsite,Bình Hưng,Thành phố Hồ Chí Minh,700,900,24,1123
Database Team Lead,"We are hiring a Database Team Lead to join our database engineering team in TP. Hồ Chí Minh. You will design, build, and operate scalable data platforms using Redis. Our systems process billions of records and power core business operations.","- 7+ năm kinh nghiệm, trong đó có ít nhất 2 năm ở vị trí lead.
- Chuyên sâu Redis và hệ sinh thái xung quanh.
- Kinh nghiệm thiết kế kiến trúc dữ liệu cho hệ thống scale lớn.
- Khả năng lãnh đạo team 4-6 người, làm việc với stakeholders.","- Thiết kế, phát triển và vận hành các giải pháp dữ liệu sử dụng Redis.
- Tối ưu hiệu năng truy vấn, indexing và partitioning cho hệ thống production.
- Phối hợp với team backend/frontend để đảm bảo data layer ổn định.
- Xây dựng tooling, automation và quy trình backup/recovery.
- Tham gia on-call rotation, xử lý sự cố liên quan đến database.
- Viết tài liệu kỹ thuật, mentor thành viên mới trong team.
- Nghiên cứu và đánh giá công nghệ mới phục vụ nhu cầu kinh doanh.
- Đảm bảo tuân thủ security, data governance và privacy regulations.","Laptop & gear provided, Training budget 5M/year, Conference sponsorship",MediTech Global,Information Technology,Full-time,Lead,Remote,Bình Chánh,Thành phố Hồ Chí Minh,3800,5400,74,267
Senior ETL Developer,"ChainWorks mở rộng team database và cần một Senior ETL Developer giàu kinh nghiệm về Redis. Bạn sẽ đóng vai trò chủ chốt trong việc thiết kế schema, tối ưu truy vấn và đảm bảo độ tin cậy của các hệ thống dữ liệu quan trọng.","- 5+ năm kinh nghiệm database engineering với Redis.
- Chuyên sâu về cluster, persistence, pub/sub, caching strategies.
- Kinh nghiệm thiết kế hệ thống high-availability và disaster recovery.
- Khả năng review code, đào tạo và dẫn dắt kỹ thuật cho team.
- Tiếng Anh giao tiếp tốt là một lợi thế.","- Thiết kế, phát triển và vận hành các giải pháp dữ liệu sử dụng Redis.
- Tối ưu hiệu năng truy vấn, indexing và partitioning cho hệ thống production.
- Phối hợp với team backend/frontend để đảm bảo data layer ổn định.
- Xây dựng tooling, automation và quy trình backup/recovery.
- Tham gia on-call rotation, xử lý sự cố liên quan đến database.
- Viết tài liệu kỹ thuật, mentor thành viên mới trong team.
- Nghiên cứu và đánh giá công nghệ mới phục vụ nhu cầu kinh doanh.
- Đảm bảo tuân thủ security, data governance và privacy regulations.","Flexible working hours, WFH 3 days/week, Annual trip",ChainWorks,Information Technology,Full-time,Senior,Remote,Hiệp Phước,Thành phố Hồ Chí Minh,2700,3500,10,763
Database Engineer,"Join CodeBridge Solutions as a Database Engineer working on MongoDB-based platforms. You will collaborate with backend, data and DevOps teams to deliver high-performance data infrastructure serving customers across Vietnam and SEA.","- 3-4 năm kinh nghiệm làm việc thực tế với cơ sở dữ liệu quan hệ hoặc NoSQL.
- Thành thạo sharding, replica sets, aggregation framework, schema design.
- Có kinh nghiệm thiết kế schema, partitioning, replication.
- Kinh nghiệm monitoring và troubleshooting production databases.
- Khả năng làm việc độc lập và mentor junior members.","- Thiết kế, phát triển và vận hành các giải pháp dữ liệu sử dụng MongoDB.
- Tối ưu hiệu năng truy vấn, indexing và partitioning cho hệ thống production.
- Phối hợp với team backend/frontend để đảm bảo data layer ổn định.
- Xây dựng tooling, automation và quy trình backup/recovery.
- Tham gia on-call rotation, xử lý sự cố liên quan đến database.
- Viết tài liệu kỹ thuật, mentor thành viên mới trong team.
- Nghiên cứu và đánh giá công nghệ mới phục vụ nhu cầu kinh doanh.
- Đảm bảo tuân thủ security, data governance và privacy regulations.","Hybrid working, 14 days annual leave, Free snacks & coffee",CodeBridge Solutions,Information Technology,Full-time,Middle,Onsite,Bình Khánh,Thành phố Hồ Chí Minh,1800,2300,33,513
Fresher Data Engineer,"Join FinCore Tech as a Fresher Data Engineer working on Oracle-based platforms. You will collaborate with backend, data and DevOps teams to deliver high-performance data infrastructure serving customers across Vietnam and SEA.","- Tốt nghiệp Đại học chuyên ngành CNTT hoặc tương đương.
- Hiểu biết cơ bản về SQL và một hệ quản trị cơ sở dữ liệu quan hệ.
- Tiếng Anh đọc hiểu tài liệu kỹ thuật.
- Tinh thần ham học hỏi, có khả năng làm việc nhóm.","- Thiết kế, phát triển và vận hành các giải pháp dữ liệu sử dụng Oracle.
- Tối ưu hiệu năng truy vấn, indexing và partitioning cho hệ thống production.
- Phối hợp với team backend/frontend để đảm bảo data layer ổn định.
- Xây dựng tooling, automation và quy trình backup/recovery.
- Tham gia on-call rotation, xử lý sự cố liên quan đến database.
- Viết tài liệu kỹ thuật, mentor thành viên mới trong team.
- Nghiên cứu và đánh giá công nghệ mới phục vụ nhu cầu kinh doanh.
- Đảm bảo tuân thủ security, data governance và privacy regulations.","Remote-friendly, Flexible hours, Meal allowance 1.5M VND",FinCore Tech,Information Technology,Full-time,Fresher,Onsite,Thạnh An,Thành phố Hồ Chí Minh,600,700,52,539
Junior NoSQL Developer,"We are hiring a Junior NoSQL Developer to join our database engineering team in Long An. You will design, build, and operate scalable data platforms using SQL Server. Our systems process billions of records and power core business operations.","- 1-2 năm kinh nghiệm với SQL và ít nhất một RDBMS (MySQL/PostgreSQL/Oracle).
- Hiểu biết về indexing, query optimization và transaction isolation.
- Quen thuộc với Git và quy trình phát triển phần mềm.
- Khả năng đọc hiểu tài liệu tiếng Anh.","- Thiết kế, phát triển và vận hành các giải pháp dữ liệu sử dụng SQL Server.
- Tối ưu hiệu năng truy vấn, indexing và partitioning cho hệ thống production.
- Phối hợp với team backend/frontend để đảm bảo data layer ổn định.
- Xây dựng tooling, automation và quy trình backup/recovery.
- Tham gia on-call rotation, xử lý sự cố liên quan đến database.
- Viết tài liệu kỹ thuật, mentor thành viên mới trong team.
- Nghiên cứu và đánh giá công nghệ mới phục vụ nhu cầu kinh doanh.
- Đảm bảo tuân thủ security, data governance và privacy regulations.","Competitive salary, Project bonus, Long-service award",NextGen Software,Information Technology,Hybrid,Junior,Remote,Long Hoa,Tỉnh Tây Ninh,900,1600,11,666
Head of Database,"Join ShopSphere as a Head of Database working on Cloud Database-based platforms. You will collaborate with backend, data and DevOps teams to deliver high-performance data infrastructure serving customers across Vietnam and SEA.","- 15+ năm kinh nghiệm, trong đó 7+ năm ở vị trí director/head.
- Định hướng chiến lược dữ liệu cho toàn bộ tổ chức.
- Kinh nghiệm làm việc với C-level, xây dựng data-driven culture.
- Hiểu biết sâu về data mesh, data fabric và modern data stack.","- Thiết kế, phát triển và vận hành các giải pháp dữ liệu sử dụng Cloud Database.
- Tối ưu hiệu năng truy vấn, indexing và partitioning cho hệ thống production.
- Phối hợp với team backend/frontend để đảm bảo data layer ổn định.
- Xây dựng tooling, automation và quy trình backup/recovery.
- Tham gia on-call rotation, xử lý sự cố liên quan đến database.
- Viết tài liệu kỹ thuật, mentor thành viên mới trong team.
- Nghiên cứu và đánh giá công nghệ mới phục vụ nhu cầu kinh doanh.
- Đảm bảo tuân thủ security, data governance và privacy regulations.","13th month salary, Health insurance, Annual leave 12+ days",ShopSphere,Information Technology,Internship,Director,Remote,Thanh Điền,Tỉnh Tây Ninh,6900,9800,45,269
Junior Database Developer,"NextGen Software mở rộng team database và cần một Junior Database Developer giàu kinh nghiệm về Oracle. Bạn sẽ đóng vai trò chủ chốt trong việc thiết kế schema, tối ưu truy vấn và đảm bảo độ tin cậy của các hệ thống dữ liệu quan trọng.","- 1-2 năm kinh nghiệm với SQL và ít nhất một RDBMS (MySQL/PostgreSQL/Oracle).
- Hiểu biết về indexing, query optimization và transaction isolation.
- Quen thuộc với Git và quy trình phát triển phần mềm.
- Khả năng đọc hiểu tài liệu tiếng Anh.","- Thiết kế, phát triển và vận hành các giải pháp dữ liệu sử dụng Oracle.
- Tối ưu hiệu năng truy vấn, indexing và partitioning cho hệ thống production.
- Phối hợp với team backend/frontend để đảm bảo data layer ổn định.
- Xây dựng tooling, automation và quy trình backup/recovery.
- Tham gia on-call rotation, xử lý sự cố liên quan đến database.
- Viết tài liệu kỹ thuật, mentor thành viên mới trong team.
- Nghiên cứu và đánh giá công nghệ mới phục vụ nhu cầu kinh doanh.
- Đảm bảo tuân thủ security, data governance và privacy regulations.","Hybrid working, 14 days annual leave, Free snacks & coffee",NextGen Software,Information Technology,Full-time,Junior,Onsite,Thanh Điền,Tỉnh Tây Ninh,1100,1700,22,380
Fresher Data Engineer,"Join ShopSphere as a Fresher Data Engineer working on Oracle-based platforms. You will collaborate with backend, data and DevOps teams to deliver high-performance data infrastructure serving customers across Vietnam and SEA.","- Tốt nghiệp Đại học chuyên ngành CNTT hoặc tương đương.
- Hiểu biết cơ bản về SQL và một hệ quản trị cơ sở dữ liệu quan hệ.
- Tiếng Anh đọc hiểu tài liệu kỹ thuật.
- Tinh thần ham học hỏi, có khả năng làm việc nhóm.","- Thiết kế, phát triển và vận hành các giải pháp dữ liệu sử dụng Oracle.
- Tối ưu hiệu năng truy vấn, indexing và partitioning cho hệ thống production.
- Phối hợp với team backend/frontend để đảm bảo data layer ổn định.
- Xây dựng tooling, automation và quy trình backup/recovery.
- Tham gia on-call rotation, xử lý sự cố liên quan đến database.
- Viết tài liệu kỹ thuật, mentor thành viên mới trong team.
- Nghiên cứu và đánh giá công nghệ mới phục vụ nhu cầu kinh doanh.
- Đảm bảo tuân thủ security, data governance và privacy regulations.","Health insurance for family, Annual health check, Team building budget",ShopSphere,Information Technology,Full-time,Fresher,Remote,Thanh Điền,Tỉnh Tây Ninh,600,1000,34,209
Database Administrator (Fresher),"CodeBridge Solutions đang tìm kiếm một Database Administrator (Fresher) để gia nhập đội ngũ kỹ thuật tại Long An. Bạn sẽ làm việc với Database DevOps và các công nghệ liên quan để xây dựng, vận hành và tối ưu các hệ thống dữ liệu phục vụ hàng triệu người dùng tại Việt Nam.","- Tốt nghiệp Đại học chuyên ngành CNTT hoặc tương đương.
- Hiểu biết cơ bản về SQL và một hệ quản trị cơ sở dữ liệu quan hệ.
- Tiếng Anh đọc hiểu tài liệu kỹ thuật.
- Tinh thần ham học hỏi, có khả năng làm việc nhóm.","- Thiết kế, phát triển và vận hành các giải pháp dữ liệu sử dụng Database DevOps.
- Tối ưu hiệu năng truy vấn, indexing và partitioning cho hệ thống production.
- Phối hợp với team backend/frontend để đảm bảo data layer ổn định.
- Xây dựng tooling, automation và quy trình backup/recovery.
- Tham gia on-call rotation, xử lý sự cố liên quan đến database.
- Viết tài liệu kỹ thuật, mentor thành viên mới trong team.
- Nghiên cứu và đánh giá công nghệ mới phục vụ nhu cầu kinh doanh.
- Đảm bảo tuân thủ security, data governance và privacy regulations.","Competitive salary, Project bonus, Long-service award",CodeBridge Solutions,Information Technology,Full-time,Fresher,Remote,Hòa Thành,Tỉnh Tây Ninh,400,800,60,740
Senior ETL Developer,"ShopSphere mở rộng team database và cần một Senior ETL Developer giàu kinh nghiệm về Data Warehouse. Bạn sẽ đóng vai trò chủ chốt trong việc thiết kế schema, tối ưu truy vấn và đảm bảo độ tin cậy của các hệ thống dữ liệu quan trọng.","- 5+ năm kinh nghiệm database engineering với Data Warehouse.
- Chuyên sâu về dimensional modeling, ETL/ELT, dbt, Snowflake/BigQuery.
- Kinh nghiệm thiết kế hệ thống high-availability và disaster recovery.
- Khả năng review code, đào tạo và dẫn dắt kỹ thuật cho team.
- Tiếng Anh giao tiếp tốt là một lợi thế.","- Thiết kế, phát triển và vận hành các giải pháp dữ liệu sử dụng Data Warehouse.
- Tối ưu hiệu năng truy vấn, indexing và partitioning cho hệ thống production.
- Phối hợp với team backend/frontend để đảm bảo data layer ổn định.
- Xây dựng tooling, automation và quy trình backup/recovery.
- Tham gia on-call rotation, xử lý sự cố liên quan đến database.
- Viết tài liệu kỹ thuật, mentor thành viên mới trong team.
- Nghiên cứu và đánh giá công nghệ mới phục vụ nhu cầu kinh doanh.
- Đảm bảo tuân thủ security, data governance và privacy regulations.","Flexible working hours, WFH 3 days/week, Annual trip",ShopSphere,Information Technology,Contract,Senior,Onsite,Gò Dầu,Tỉnh Tây Ninh,2600,4000,80,1296
Junior PostgreSQL Engineer,"We are hiring a Junior PostgreSQL Engineer to join our database engineering team in Long An. You will design, build, and operate scalable data platforms using MySQL. Our systems process billions of records and power core business operations.","- 1-2 năm kinh nghiệm với SQL và ít nhất một RDBMS (MySQL/PostgreSQL/Oracle).
- Hiểu biết về indexing, query optimization và transaction isolation.
- Quen thuộc với Git và quy trình phát triển phần mềm.
- Khả năng đọc hiểu tài liệu tiếng Anh.","- Thiết kế, phát triển và vận hành các giải pháp dữ liệu sử dụng MySQL.
- Tối ưu hiệu năng truy vấn, indexing và partitioning cho hệ thống production.
- Phối hợp với team backend/frontend để đảm bảo data layer ổn định.
- Xây dựng tooling, automation và quy trình backup/recovery.
- Tham gia on-call rotation, xử lý sự cố liên quan đến database.
- Viết tài liệu kỹ thuật, mentor thành viên mới trong team.
- Nghiên cứu và đánh giá công nghệ mới phục vụ nhu cầu kinh doanh.
- Đảm bảo tuân thủ security, data governance và privacy regulations.","Competitive salary, Project bonus, Long-service award",EduSmart,Information Technology,Part-time,Junior,Onsite,Gò Dầu,Tỉnh Tây Ninh,1200,1500,59,1133
Junior MySQL Developer,"EduSmart mở rộng team database và cần một Junior MySQL Developer giàu kinh nghiệm về Data Warehouse. Bạn sẽ đóng vai trò chủ chốt trong việc thiết kế schema, tối ưu truy vấn và đảm bảo độ tin cậy của các hệ thống dữ liệu quan trọng.","- 1-2 năm kinh nghiệm với SQL và ít nhất một RDBMS (MySQL/PostgreSQL/Oracle).
- Hiểu biết về indexing, query optimization và transaction isolation.
- Quen thuộc với Git và quy trình phát triển phần mềm.
- Khả năng đọc hiểu tài liệu tiếng Anh.","- Thiết kế, phát triển và vận hành các giải pháp dữ liệu sử dụng Data Warehouse.
- Tối ưu hiệu năng truy vấn, indexing và partitioning cho hệ thống production.
- Phối hợp với team backend/frontend để đảm bảo data layer ổn định.
- Xây dựng tooling, automation và quy trình backup/recovery.
- Tham gia on-call rotation, xử lý sự cố liên quan đến database.
- Viết tài liệu kỹ thuật, mentor thành viên mới trong team.
- Nghiên cứu và đánh giá công nghệ mới phục vụ nhu cầu kinh doanh.
- Đảm bảo tuân thủ security, data governance và privacy regulations.","Remote-friendly, Flexible hours, Meal allowance 1.5M VND",EduSmart,Information Technology,Full-time,Junior,Remote,Trảng Bàng,Tỉnh Tây Ninh,900,1400,45,703
Senior Data Engineer,"ShopSphere mở rộng team database và cần một Senior Data Engineer giàu kinh nghiệm về SQL Server. Bạn sẽ đóng vai trò chủ chốt trong việc thiết kế schema, tối ưu truy vấn và đảm bảo độ tin cậy của các hệ thống dữ liệu quan trọng.","- 5+ năm kinh nghiệm database engineering với SQL Server.
- Chuyên sâu về T-SQL, stored procedures, Always On, SSIS/SSRS.
- Kinh nghiệm thiết kế hệ thống high-availability và disaster recovery.
- Khả năng review code, đào tạo và dẫn dắt kỹ thuật cho team.
- Tiếng Anh giao tiếp tốt là một lợi thế.","- Thiết kế, phát triển và vận hành các giải pháp dữ liệu sử dụng SQL Server.
- Tối ưu hiệu năng truy vấn, indexing và partitioning cho hệ thống production.
- Phối hợp với team backend/frontend để đảm bảo data layer ổn định.
- Xây dựng tooling, automation và quy trình backup/recovery.
- Tham gia on-call rotation, xử lý sự cố liên quan đến database.
- Viết tài liệu kỹ thuật, mentor thành viên mới trong team.
- Nghiên cứu và đánh giá công nghệ mới phục vụ nhu cầu kinh doanh.
- Đảm bảo tuân thủ security, data governance và privacy regulations.","Remote-friendly, Flexible hours, Meal allowance 1.5M VND",ShopSphere,Information Technology,Full-time,Senior,Remote,Trảng Bàng,Tỉnh Tây Ninh,3100,4300,56,1120
Staff Database Engineer,"We are hiring a Staff Database Engineer to join our database engineering team in Long An. You will design, build, and operate scalable data platforms using Cloud Database. Our systems process billions of records and power core business operations.","- 10+ năm kinh nghiệm database/data engineering ở các hệ thống production quy mô lớn.
- Tầm nhìn kiến trúc và khả năng đưa ra quyết định công nghệ dài hạn.
- Kinh nghiệm làm việc với cloud data platforms (AWS/Azure/GCP).
- Đã từng thiết kế hệ thống phục vụ hàng trăm triệu records.","- Thiết kế, phát triển và vận hành các giải pháp dữ liệu sử dụng Cloud Database.
- Tối ưu hiệu năng truy vấn, indexing và partitioning cho hệ thống production.
- Phối hợp với team backend/frontend để đảm bảo data layer ổn định.
- Xây dựng tooling, automation và quy trình backup/recovery.
- Tham gia on-call rotation, xử lý sự cố liên quan đến database.
- Viết tài liệu kỹ thuật, mentor thành viên mới trong team.
- Nghiên cứu và đánh giá công nghệ mới phục vụ nhu cầu kinh doanh.
- Đảm bảo tuân thủ security, data governance và privacy regulations.","Laptop & gear provided, Training budget 5M/year, Conference sponsorship",CodeBridge Solutions,Information Technology,Full-time,Principal,Remote,Tân An,Tỉnh Tây Ninh,4700,6600,11,195
Senior NoSQL Engineer,"EduSmart mở rộng team database và cần một Senior NoSQL Engineer giàu kinh nghiệm về MongoDB. Bạn sẽ đóng vai trò chủ chốt trong việc thiết kế schema, tối ưu truy vấn và đảm bảo độ tin cậy của các hệ thống dữ liệu quan trọng.","- 5+ năm kinh nghiệm database engineering với MongoDB.
- Chuyên sâu về sharding, replica sets, aggregation framework, schema design.
- Kinh nghiệm thiết kế hệ thống high-availability và disaster recovery.
- Khả năng review code, đào tạo và dẫn dắt kỹ thuật cho team.
- Tiếng Anh giao tiếp tốt là một lợi thế.","- Thiết kế, phát triển và vận hành các giải pháp dữ liệu sử dụng MongoDB.
- Tối ưu hiệu năng truy vấn, indexing và partitioning cho hệ thống production.
- Phối hợp với team backend/frontend để đảm bảo data layer ổn định.
- Xây dựng tooling, automation và quy trình backup/recovery.
- Tham gia on-call rotation, xử lý sự cố liên quan đến database.
- Viết tài liệu kỹ thuật, mentor thành viên mới trong team.
- Nghiên cứu và đánh giá công nghệ mới phục vụ nhu cầu kinh doanh.
- Đảm bảo tuân thủ security, data governance và privacy regulations.","13th month salary, Health insurance, Annual leave 12+ days",EduSmart,Information Technology,Full-time,Senior,Onsite,Tân Châu,Tỉnh Tây Ninh,2700,4200,6,1464
Junior Data Engineer,"We are hiring a Junior Data Engineer to join our database engineering team in Long An. You will design, build, and operate scalable data platforms using Cloud Database. Our systems process billions of records and power core business operations.","- 1-2 năm kinh nghiệm với SQL và ít nhất một RDBMS (MySQL/PostgreSQL/Oracle).
- Hiểu biết về indexing, query optimization và transaction isolation.
- Quen thuộc với Git và quy trình phát triển phần mềm.
- Khả năng đọc hiểu tài liệu tiếng Anh.","- Thiết kế, phát triển và vận hành các giải pháp dữ liệu sử dụng Cloud Database.
- Tối ưu hiệu năng truy vấn, indexing và partitioning cho hệ thống production.
- Phối hợp với team backend/frontend để đảm bảo data layer ổn định.
- Xây dựng tooling, automation và quy trình backup/recovery.
- Tham gia on-call rotation, xử lý sự cố liên quan đến database.
- Viết tài liệu kỹ thuật, mentor thành viên mới trong team.
- Nghiên cứu và đánh giá công nghệ mới phục vụ nhu cầu kinh doanh.
- Đảm bảo tuân thủ security, data governance và privacy regulations.","13th month salary, Health insurance, Annual leave 12+ days",CodeBridge Solutions,Information Technology,Full-time,Junior,Onsite,Tân Đông,Tỉnh Tây Ninh,900,1400,16,598
Lead ETL Engineer,"NextGen Software mở rộng team database và cần một Lead ETL Engineer giàu kinh nghiệm về MongoDB. Bạn sẽ đóng vai trò chủ chốt trong việc thiết kế schema, tối ưu truy vấn và đảm bảo độ tin cậy của các hệ thống dữ liệu quan trọng.","- 7+ năm kinh nghiệm, trong đó có ít nhất 2 năm ở vị trí lead.
- Chuyên sâu MongoDB và hệ sinh thái xung quanh.
- Kinh nghiệm thiết kế kiến trúc dữ liệu cho hệ thống scale lớn.
- Khả năng lãnh đạo team 4-6 người, làm việc với stakeholders.","- Thiết kế, phát triển và vận hành các giải pháp dữ liệu sử dụng MongoDB.
- Tối ưu hiệu năng truy vấn, indexing và partitioning cho hệ thống production.
- Phối hợp với team backend/frontend để đảm bảo data layer ổn định.
- Xây dựng tooling, automation và quy trình backup/recovery.
- Tham gia on-call rotation, xử lý sự cố liên quan đến database.
- Viết tài liệu kỹ thuật, mentor thành viên mới trong team.
- Nghiên cứu và đánh giá công nghệ mới phục vụ nhu cầu kinh doanh.
- Đảm bảo tuân thủ security, data governance và privacy regulations.","Remote-friendly, Flexible hours, Meal allowance 1.5M VND",NextGen Software,Information Technology,Contract,Lead,Remote,Tân Đông,Tỉnh Tây Ninh,3600,4900,10,1013
Junior PostgreSQL Engineer,"We are hiring a Junior PostgreSQL Engineer to join our database engineering team in Long An. You will design, build, and operate scalable data platforms using Data Warehouse. Our systems process billions of records and power core business operations.","- 1-2 năm kinh nghiệm với SQL và ít nhất một RDBMS (MySQL/PostgreSQL/Oracle).
- Hiểu biết về indexing, query optimization và transaction isolation.
- Quen thuộc với Git và quy trình phát triển phần mềm.
- Khả năng đọc hiểu tài liệu tiếng Anh.","- Thiết kế, phát triển và vận hành các giải pháp dữ liệu sử dụng Data Warehouse.
- Tối ưu hiệu năng truy vấn, indexing và partitioning cho hệ thống production.
- Phối hợp với team backend/frontend để đảm bảo data layer ổn định.
- Xây dựng tooling, automation và quy trình backup/recovery.
- Tham gia on-call rotation, xử lý sự cố liên quan đến database.
- Viết tài liệu kỹ thuật, mentor thành viên mới trong team.
- Nghiên cứu và đánh giá công nghệ mới phục vụ nhu cầu kinh doanh.
- Đảm bảo tuân thủ security, data governance và privacy regulations.","Performance review 2x/year, Clear career path, International projects",CodeBridge Solutions,Information Technology,Full-time,Junior,Remote,Tân Hội,Tỉnh Tây Ninh,900,1100,43,760
Senior Data Engineer - Hybrid,"CodeBridge Solutions mở rộng team database và cần một Senior Data Engineer - Hybrid giàu kinh nghiệm về MySQL. Bạn sẽ đóng vai trò chủ chốt trong việc thiết kế schema, tối ưu truy vấn và đảm bảo độ tin cậy của các hệ thống dữ liệu quan trọng.","- 5+ năm kinh nghiệm database engineering với MySQL.
- Chuyên sâu về schema design, performance tuning, backup/recovery, replication.
- Kinh nghiệm thiết kế hệ thống high-availability và disaster recovery.
- Khả năng review code, đào tạo và dẫn dắt kỹ thuật cho team.
- Tiếng Anh giao tiếp tốt là một lợi thế.","- Thiết kế, phát triển và vận hành các giải pháp dữ liệu sử dụng MySQL.
- Tối ưu hiệu năng truy vấn, indexing và partitioning cho hệ thống production.
- Phối hợp với team backend/frontend để đảm bảo data layer ổn định.
- Xây dựng tooling, automation và quy trình backup/recovery.
- Tham gia on-call rotation, xử lý sự cố liên quan đến database.
- Viết tài liệu kỹ thuật, mentor thành viên mới trong team.
- Nghiên cứu và đánh giá công nghệ mới phục vụ nhu cầu kinh doanh.
- Đảm bảo tuân thủ security, data governance và privacy regulations.","Competitive salary, Project bonus, Long-service award",CodeBridge Solutions,Information Technology,Full-time,Senior,Onsite,Tân Hội,Tỉnh Tây Ninh,2700,4200,32,712
Junior PostgreSQL Engineer,"We are hiring a Junior PostgreSQL Engineer to join our database engineering team in Long An. You will design, build, and operate scalable data platforms using Cloud Database. Our systems process billions of records and power core business operations.","- 1-2 năm kinh nghiệm với SQL và ít nhất một RDBMS (MySQL/PostgreSQL/Oracle).
- Hiểu biết về indexing, query optimization và transaction isolation.
- Quen thuộc với Git và quy trình phát triển phần mềm.
- Khả năng đọc hiểu tài liệu tiếng Anh.","- Thiết kế, phát triển và vận hành các giải pháp dữ liệu sử dụng Cloud Database.
- Tối ưu hiệu năng truy vấn, indexing và partitioning cho hệ thống production.
- Phối hợp với team backend/frontend để đảm bảo data layer ổn định.
- Xây dựng tooling, automation và quy trình backup/recovery.
- Tham gia on-call rotation, xử lý sự cố liên quan đến database.
- Viết tài liệu kỹ thuật, mentor thành viên mới trong team.
- Nghiên cứu và đánh giá công nghệ mới phục vụ nhu cầu kinh doanh.
- Đảm bảo tuân thủ security, data governance và privacy regulations.","Health insurance for family, Annual health check, Team building budget",NextGen Software,Information Technology,Part-time,Junior,Onsite,Tân Hòa,Tỉnh Tây Ninh,1100,1300,2,668
Middle SQL Developer,"Join CodeBridge Solutions as a Middle SQL Developer working on Oracle-based platforms. You will collaborate with backend, data and DevOps teams to deliver high-performance data infrastructure serving customers across Vietnam and SEA.","- 3-4 năm kinh nghiệm làm việc thực tế với cơ sở dữ liệu quan hệ hoặc NoSQL.
- Thành thạo PL/SQL, RAC, Data Guard, performance tuning, RMAN.
- Có kinh nghiệm thiết kế schema, partitioning, replication.
- Kinh nghiệm monitoring và troubleshooting production databases.
- Khả năng làm việc độc lập và mentor junior members.","- Thiết kế, phát triển và vận hành các giải pháp dữ liệu sử dụng Oracle.
- Tối ưu hiệu năng truy vấn, indexing và partitioning cho hệ thống production.
- Phối hợp với team backend/frontend để đảm bảo data layer ổn định.
- Xây dựng tooling, automation và quy trình backup/recovery.
- Tham gia on-call rotation, xử lý sự cố liên quan đến database.
- Viết tài liệu kỹ thuật, mentor thành viên mới trong team.
- Nghiên cứu và đánh giá công nghệ mới phục vụ nhu cầu kinh doanh.
- Đảm bảo tuân thủ security, data governance và privacy regulations.","Performance review 2x/year, Clear career path, International projects",CodeBridge Solutions,Information Technology,Full-time,Middle,Remote,Tân Hòa,Tỉnh Tây Ninh,1900,2900,20,753
Senior Database Administrator,"We are hiring a Senior Database Administrator to join our database engineering team in Long An. You will design, build, and operate scalable data platforms using Cloud Database. Our systems process billions of records and power core business operations.","- 5+ năm kinh nghiệm database engineering với Cloud Database.
- Chuyên sâu về AWS RDS/Aurora, Azure SQL, GCP Cloud SQL, IaC.
- Kinh nghiệm thiết kế hệ thống high-availability và disaster recovery.
- Khả năng review code, đào tạo và dẫn dắt kỹ thuật cho team.
- Tiếng Anh giao tiếp tốt là một lợi thế.","- Thiết kế, phát triển và vận hành các giải pháp dữ liệu sử dụng Cloud Database.
- Tối ưu hiệu năng truy vấn, indexing và partitioning cho hệ thống production.
- Phối hợp với team backend/frontend để đảm bảo data layer ổn định.
- Xây dựng tooling, automation và quy trình backup/recovery.
- Tham gia on-call rotation, xử lý sự cố liên quan đến database.
- Viết tài liệu kỹ thuật, mentor thành viên mới trong team.
- Nghiên cứu và đánh giá công nghệ mới phục vụ nhu cầu kinh doanh.
- Đảm bảo tuân thủ security, data governance và privacy regulations.","Performance bonus up to 3 months, Stock options, Premium healthcare",NextGen Software,Information Technology,Full-time,Senior,Remote,Tân Thành,Tỉnh Tây Ninh,2900,3700,64,837
